wellId,md,inc,azim,surface_latitude,surface_longitude
well_A,2730,0.95,214.46,29.90829441,47.68852081
well_A,2835,1.22,205.35,29.90829441,47.68852081
well_A,2940,0.82,190.63,29.90829441,47.68852081
well_A,3045,0.83,187.75,29.90829441,47.68852081
well_A,3150,0.98,193.45,29.90829441,47.68852081
well_A,3255,0.87,188.19,29.90829441,47.68852081
well_A,3360,1.25,205.4,29.90829441,47.68852081
well_A,3465,1.06,130.09,29.90829441,47.68852081
well_A,3570,1.07,218.09,29.90829441,47.68852081
well_A,3675,1.34,247.16,29.90829441,47.68852081
well_A,3780,1.03,245.17,29.90829441,47.68852081
well_A,3885,1.17,239.46,29.90829441,47.68852081
well_A,3990,1.34,234.52,29.90829441,47.68852081
well_A,4095,1.37,232.45,29.90829441,47.68852081
well_A,4200,1.39,228.1,29.90829441,47.68852081
well_A,4305,1.16,199.28,29.90829441,47.68852081
well_A,4410,1.61,305.98,29.90829441,47.68852081
well_A,4515,1.58,213.22,29.90829441,47.68852081
well_A,4620,1.78,211.63,29.90829441,47.68852081
well_A,4725,1.78,207.08,29.90829441,47.68852081
well_A,4830,1.81,209.84,29.90829441,47.68852081
well_A,4935,1.86,204.39,29.90829441,47.68852081
well_A,5040,1.63,208,29.90829441,47.68852081
well_A,5145,1.51,208.46,29.90829441,47.68852081
well_A,5250,1.57,201.98,29.90829441,47.68852081
well_A,5355,1.09,187.95,29.90829441,47.68852081
well_A,5460,0.99,185.23,29.90829441,47.68852081
well_A,5565,0.88,165.95,29.90829441,47.68852081
well_A,5670,0.91,163.86,29.90829441,47.68852081
well_A,5775,0.83,138.75,29.90829441,47.68852081
well_A,5880,0.77,253.13,29.90829441,47.68852081
well_A,5985,0.64,132.16,29.90829441,47.68852081
well_A,6090,0.91,189.07,29.90829441,47.68852081
well_A,6195,0.94,141.79,29.90829441,47.68852081
well_A,6300,0.66,143.34,29.90829441,47.68852081
well_A,6405,1.09,306.53,29.90829441,47.68852081
well_A,6510,0.91,111.26,29.90829441,47.68852081
well_A,6615,0.95,117.69,29.90829441,47.68852081
well_A,6720,0.8,87.41,29.90829441,47.68852081
well_A,6773.2035,4.91,55.44,29.90829441,47.68852081
well_A,6858.6,10.35,48.23,29.90829441,47.68852081
well_A,6956.25,15.28,50.93,29.90829441,47.68852081
well_A,7056,20.67,49.37,29.90829441,47.68852081
well_A,7153.65,26.19,48.77,29.90829441,47.68852081
well_A,7254.45,34.23,48.96,29.90829441,47.68852081
well_A,7352.1,40.44,48.41,29.90829441,47.68852081
well_A,7452.9,44.43,48.88,29.90829441,47.68852081
well_A,7550.55,45.39,49.58,29.90829441,47.68852081
well_A,7650.3,48.78,49.67,29.90829441,47.68852081
well_A,7747.95,51.19,49.73,29.90829441,47.68852081
well_A,7848.75,53.89,49.78,29.90829441,47.68852081
well_A,7947.45,56.1,49.14,29.90829441,47.68852081
well_A,8046.15,58.69,49.25,29.90829441,47.68852081
well_A,8145.9,61.62,49.5,29.90829441,47.68852081
well_A,8243.55,64.38,49.12,29.90829441,47.68852081
well_A,8344.35,67.3,48.63,29.90829441,47.68852081
well_A,8442,70.15,48.79,29.90829441,47.68852081
well_A,8541.75,72.39,48.83,29.90829441,47.68852081
well_A,8640.45,75.47,49.02,29.90829441,47.68852081
well_A,8740.2,78.67,49.49,29.90829441,47.68852081
well_A,8838.9,81.46,49.55,29.90829441,47.68852081
well_A,8937.6,84.59,49.29,29.90829441,47.68852081
well_A,9036.3,86.2,47.62,29.90829441,47.68852081
well_A,9135,87.65,47.22,29.90829441,47.68852081
well_A,9233.7,89.13,47.69,29.90829441,47.68852081
well_A,9301.95,90.27,48.36,29.90829441,47.68852081
well_A,9370.2,89.72,48.41,29.90829441,47.68852081
well_A,9468.9,89.9,44.97,29.90829441,47.68852081
well_A,9567.6,90.02,42.69,29.90829441,47.68852081
well_A,9666.3,90.05,40.86,29.90829441,47.68852081
well_A,9756.6,90.03,40.48,29.90829441,47.68852081
well_A,9855.3,89.94,40.36,29.90829441,47.68852081
well_A,9955.05,90.06,39.41,29.90829441,47.68852081
well_A,10052.7,90.37,38.74,29.90829441,47.68852081
well_A,10152.45,90.24,40.09,29.90829441,47.68852081
well_A,10252.2,90.06,38.63,29.90829441,47.68852081
well_A,10350.9,89.97,35.85,29.90829441,47.68852081
well_A,10449.6,89.88,33.71,29.90829441,47.68852081
well_A,10549.35,90.15,32.12,29.90829441,47.68852081
well_A,10649.1,90.03,30.91,29.90829441,47.68852081
well_A,10747.8,89.91,29.75,29.90829441,47.68852081
well_A,10846.5,89.97,28.78,29.90829441,47.68852081
well_A,10945.2,90,28.53,29.90829441,47.68852081
well_A,11042.85,89.88,29.28,29.90829441,47.68852081
well_A,11143.65,89.88,27.59,29.90829441,47.68852081
well_A,11242.35,90,26.69,29.90829441,47.68852081
well_A,11342.1,89.72,26.72,29.90829441,47.68852081
well_A,11393.55,90.06,27.04,29.90829441,47.68852081
well_A,11434.5,90,27.35,29.90829441,47.68852081
well_B,0,0,227.11,29.9082944,47.6885208
well_B,37.8525,0,227.11,29.9082944,47.6885208
well_B,837.957015,0.4738,227.11,29.9082944,47.6885208
well_B,865.2,0.1339,163.86,29.9082944,47.6885208
well_B,973.35,0.5871,230.43,29.9082944,47.6885208
well_B,1081.5,0.5047,254.47,29.9082944,47.6885208
well_B,1189.65,0.2987,268.25,29.9082944,47.6885208
well_B,1297.8,0.618,147.67,29.9082944,47.6885208
well_B,1405.95,0.5459,236.56,29.9082944,47.6885208
well_B,1514.1,0.8549,190.05,29.9082944,47.6885208
well_B,1622.25,0.6283,342.93,29.9082944,47.6885208
well_B,1730.4,0.8961,184.69,29.9082944,47.6885208
well_B,1838.55,1.2051,187.06,29.9082944,47.6885208
well_B,1946.7,1.3081,193.66,29.9082944,47.6885208
well_B,2054.85,1.2463,195.77,29.9082944,47.6885208
well_B,2163,1.2154,185.77,29.9082944,47.6885208
well_B,2271.15,1.2772,214.81,29.9082944,47.6885208
well_B,2379.3,1.1021,203.82,29.9082944,47.6885208
well_B,2487.45,1.1742,189.81,29.9082944,47.6885208
well_B,2595.6,1.1948,194.18,29.9082944,47.6885208
well_B,2703.75,0.8858,109.65,29.9082944,47.6885208
well_B,2811.9,0.9785,214.46,29.9082944,47.6885208
well_B,2920.05,1.2566,205.35,29.9082944,47.6885208
well_B,3028.2,0.8446,190.63,29.9082944,47.6885208
well_B,3136.35,0.8549,187.75,29.9082944,47.6885208
well_B,3244.5,1.0094,193.45,29.9082944,47.6885208
well_B,3352.65,0.8961,188.19,29.9082944,47.6885208
well_B,3460.8,1.2875,205.4,29.9082944,47.6885208
well_B,3568.95,1.0918,130.09,29.9082944,47.6885208
well_B,3677.1,1.1021,218.09,29.9082944,47.6885208
well_B,3785.25,1.3802,247.16,29.9082944,47.6885208
well_B,3893.4,1.0609,245.17,29.9082944,47.6885208
well_B,4001.55,1.2051,239.46,29.9082944,47.6885208
well_B,4109.7,1.3802,234.52,29.9082944,47.6885208
well_B,4217.85,1.4111,232.45,29.9082944,47.6885208
well_B,4326,1.4317,228.1,29.9082944,47.6885208
well_B,4434.15,1.1948,199.28,29.9082944,47.6885208
well_B,4542.3,1.6583,305.98,29.9082944,47.6885208
well_B,4650.45,1.6274,213.22,29.9082944,47.6885208
well_B,4758.6,1.8334,211.63,29.9082944,47.6885208
well_B,4866.75,1.8334,207.08,29.9082944,47.6885208
well_B,4974.9,1.8643,209.84,29.9082944,47.6885208
well_B,5083.05,1.9158,204.39,29.9082944,47.6885208
well_B,5191.2,1.6789,208,29.9082944,47.6885208
well_B,5299.35,1.5553,208.46,29.9082944,47.6885208
well_B,5407.5,1.6171,201.98,29.9082944,47.6885208
well_B,5515.65,1.1227,187.95,29.9082944,47.6885208
well_B,5623.8,1.0197,185.23,29.9082944,47.6885208
well_B,5731.95,0.9064,165.95,29.9082944,47.6885208
well_B,5840.1,0.9373,163.86,29.9082944,47.6885208
well_B,5948.25,0.8549,138.75,29.9082944,47.6885208
well_B,6056.4,0.7931,253.13,29.9082944,47.6885208
well_B,6164.55,0.6592,132.16,29.9082944,47.6885208
well_B,6272.7,0.9373,189.07,29.9082944,47.6885208
well_B,6380.85,0.9682,141.79,29.9082944,47.6885208
well_B,6489,0.6798,143.34,29.9082944,47.6885208
well_B,6597.15,1.1227,306.53,29.9082944,47.6885208
well_B,6705.3,0.9373,111.26,29.9082944,47.6885208
well_B,6813.45,0.9785,117.69,29.9082944,47.6885208
well_B,6921.6,0.824,87.41,29.9082944,47.6885208
well_B,6976.399605,5.0573,55.44,29.9082944,47.6885208
well_B,7064.358,10.6605,48.23,29.9082944,47.6885208
well_B,7164.9375,15.7384,50.93,29.9082944,47.6885208
well_B,7267.68,21.2901,49.37,29.9082944,47.6885208
well_B,7368.2595,26.9757,48.77,29.9082944,47.6885208
well_B,7472.0835,35.2569,48.96,29.9082944,47.6885208
well_B,7572.663,41.6532,48.41,29.9082944,47.6885208
well_B,7676.487,45.7629,48.88,29.9082944,47.6885208
well_B,7777.0665,46.7517,49.58,29.9082944,47.6885208
well_B,7879.809,50.2434,49.67,29.9082944,47.6885208
well_B,7980.3885,52.7257,49.73,29.9082944,47.6885208
well_B,8084.2125,55.5067,49.78,29.9082944,47.6885208
well_B,8185.8735,57.783,49.14,29.9082944,47.6885208
well_B,8287.5345,60.4507,49.25,29.9082944,47.6885208
well_B,8390.277,63.4686,49.5,29.9082944,47.6885208
well_B,8490.8565,66.3114,49.12,29.9082944,47.6885208
well_B,8594.6805,69.319,48.63,29.9082944,47.6885208
well_B,8695.26,72.2545,48.79,29.9082944,47.6885208
well_B,8798.0025,74.5617,48.83,29.9082944,47.6885208
well_B,8899.6635,77.7341,49.02,29.9082944,47.6885208
well_B,9002.406,81.0301,49.49,29.9082944,47.6885208
well_B,9104.067,83.9038,49.55,29.9082944,47.6885208
well_B,9205.728,87.1277,49.29,29.9082944,47.6885208
well_B,9307.389,88.786,47.62,29.9082944,47.6885208
well_B,9409.05,90,47.22,29.9082944,47.6885208
well_B,9510.711,89.13,47.69,29.9082944,47.6885208
well_B,9581.0085,90.27,48.36,29.9082944,47.6885208
well_B,9651.306,89.72,48.41,29.9082944,47.6885208
well_B,9752.967,89.9,44.97,29.9082944,47.6885208
well_B,9854.628,90.02,42.69,29.9082944,47.6885208
well_B,9956.289,90.05,40.86,29.9082944,47.6885208
well_B,10049.298,90.03,40.48,29.9082944,47.6885208
well_B,10150.959,89.94,40.36,29.9082944,47.6885208
well_B,10253.7015,90.06,39.41,29.9082944,47.6885208
well_B,10354.281,90.37,38.74,29.9082944,47.6885208
well_B,10457.0235,90.24,40.09,29.9082944,47.6885208
well_B,10559.766,90.06,38.63,29.9082944,47.6885208
well_B,10661.427,89.97,35.85,29.9082944,47.6885208
well_B,10763.088,89.88,33.71,29.9082944,47.6885208
well_B,10865.8305,90.15,32.12,29.9082944,47.6885208
well_B,10968.573,90.03,30.91,29.9082944,47.6885208
well_B,11070.234,89.91,29.75,29.9082944,47.6885208
well_B,11171.895,89.97,28.78,29.9082944,47.6885208
well_B,11273.556,90,28.53,29.9082944,47.6885208
well_B,11374.1355,89.88,29.28,29.9082944,47.6885208
well_B,11477.9595,89.88,27.59,29.9082944,47.6885208
well_B,11579.6205,90,26.69,29.9082944,47.6885208
well_B,11682.363,89.72,26.72,29.9082944,47.6885208
well_B,11735.3565,90.06,27.04,29.9082944,47.6885208
well_B,11777.535,90,27.35,29.9082944,47.6885208
